ARNT	ATF3	ATF7	BHLHE40	BRCA1	CDC5L	FOXA1	IKZF1	KLF16	MAFK	MGA	MNT	NFIC	NRF1	PKNOX1	REST	STAT5A	TAL1	TCF12	TEAD4	THRA
SMPDL3B	3	5	5	3	0	0	1	9	2	2	5	3	8	3	4	2	1	2	3	3	1
EYA3	4	10	9	1	0	3	0	7	3	3	2	4	4	4	10	3	1	4	3	6	0
PTAFR	2	6	5	4	0	0	0	6	2	4	5	5	6	7	8	3	2	3	4	4	0
DNAJC8	5	5	10	3	0	0	0	12	4	9	7	9	10	11	10	4	1	5	6	9	0
ATPIF1	5	5	10	3	0	0	0	12	4	9	7	9	11	12	10	4	1	5	6	9	0
SESN2	5	5	12	4	0	0	0	14	5	8	9	10	11	12	10	3	1	5	7	9	0
MED18	3	14	10	4	0	0	0	9	2	3	7	5	9	6	6	3	3	6	5	8	0
PHACTR4	5	13	10	5	0	0	1	10	2	3	7	6	7	6	9	3	3	8	5	11	0
RCC1	7	3	6	6	0	7	0	8	5	3	3	9	16	6	9	4	7	4	5	11	0
TRNAU1AP	9	2	8	7	0	7	0	10	5	2	7	11	18	12	10	7	7	6	6	13	0
TAF12	6	5	6	3	0	3	0	10	3	5	9	4	6	6	7	7	3	4	3	4	0
GMEB1	4	5	6	3	0	3	0	9	2	5	9	4	5	4	7	7	3	4	3	4	0
YTHDF2	1	10	5	2	0	2	0	7	1	4	3	2	4	4	4	3	2	3	2	4	0
EPB41	6	4	11	12	0	1	1	15	6	3	6	3	9	6	15	8	6	7	7	8	0
TMEM200B	1	3	2	1	0	0	0	6	2	3	1	2	2	2	2	1	1	2	2	2	0
SRSF4	2	5	9	3	0	0	0	9	6	4	4	8	7	6	9	4	3	5	4	8	0
MECR	1	1	9	8	0	2	0	5	3	1	4	5	5	6	8	5	1	2	1	6	0
PTPRU	0	1	7	7	0	2	0	5	2	1	2	3	4	6	7	4	1	2	1	4	0
LAPTM5	7	7	15	13	0	3	0	17	6	5	13	5	9	15	18	7	2	5	10	9	0
SDC3	4	8	13	7	0	3	0	11	4	2	10	1	5	6	14	6	2	4	4	9	0
PUM1	3	6	5	1	0	1	0	9	0	1	7	2	5	3	3	1	0	3	0	5	0
SNRNP40	0	2	1	3	0	0	0	0	0	0	0	2	1	2	3	0	0	0	0	1	0
ZCCHC17	0	2	1	3	0	0	0	0	0	0	0	2	1	2	3	0	0	0	0	1	0
FABP3	0	5	2	2	0	0	0	3	2	0	2	0	3	2	2	6	1	1	3	2	0
SERINC2	0	7	3	5	0	0	1	2	2	0	2	0	4	2	2	6	1	2	3	2	0
TINAGL1	1	5	2	4	0	0	0	2	3	2	2	1	4	4	3	6	0	2	1	1	0
PEF1	2	2	1	3	0	0	0	3	1	1	1	2	2	4	2	2	0	0	0	3	0
COL16A1	0	2	2	3	0	0	0	7	3	3	3	0	5	8	3	4	0	2	2	3	1
PTP4A2	11	9	15	8	0	5	0	19	7	6	10	12	13	11	17	8	4	8	7	10	0
KHDRBS1	1	6	7	3	0	1	0	13	3	2	2	2	5	4	8	4	0	1	2	2	0
TMEM39B	5	3	6	2	0	0	0	8	4	1	1	3	7	4	4	3	0	2	4	5	0
KPNA6	9	7	9	3	0	0	0	13	6	3	1	4	12	5	6	3	1	8	7	8	0
TXLNA	5	7	9	3	0	0	0	10	1	2	2	7	12	4	5	2	1	2	1	3	0
CCDC28B	5	5	11	3	0	0	0	10	2	0	4	6	13	5	5	4	1	1	3	3	0
IQCC	5	5	11	3	0	0	0	12	2	2	4	6	12	5	6	4	1	1	3	3	0
EIF3I	5	7	11	4	0	0	0	11	2	2	4	6	12	5	6	4	1	1	4	3	0
TMEM234	5	7	11	4	0	0	0	11	2	2	4	6	12	5	6	4	1	1	4	3	0
FAM167B	5	7	11	4	0	1	0	11	2	2	4	5	10	6	6	3	1	2	4	4	0
LCK	4	7	9	4	0	1	0	10	2	2	3	4	10	6	5	3	1	2	5	3	0
HDAC1	2	5	4	3	0	1	1	12	2	2	1	1	4	6	3	5	0	3	7	3	0
MARCKSL1	1	3	5	5	0	1	1	12	4	0	5	2	6	6	2	4	0	4	5	5	0
BSDC1	4	2	7	8	0	1	1	12	5	2	7	3	5	4	5	5	2	3	5	6	0
ZBTB8A	2	8	3	0	0	0	0	6	1	1	3	0	5	4	3	2	0	2	4	1	0
ZBTB8OS	1	2	4	1	0	0	0	4	0	0	3	2	3	1	3	1	1	0	0	3	0
RBBP4	1	2	4	1	0	0	0	4	0	0	3	2	3	1	3	1	1	0	0	3	0
SYNC	1	4	9	7	0	0	0	9	2	2	1	0	5	6	5	3	1	2	4	3	0
KIAA1522	3	7	11	11	0	2	0	13	5	3	1	1	8	9	8	10	2	4	8	9	0
S100PBP	3	5	4	2	0	0	0	4	2	2	3	3	7	3	3	3	0	0	2	3	0
FNDC5	1	2	5	2	0	0	0	2	1	1	0	1	2	4	0	5	0	0	0	1	0
HPCA	1	2	5	2	0	0	0	3	1	2	0	1	3	4	0	6	0	0	0	1	0
TMEM54	1	3	7	3	0	0	0	3	2	3	0	1	4	6	0	6	0	1	1	2	0
RNF19B	2	4	13	4	0	0	0	6	2	6	3	0	5	7	7	6	1	2	2	5	0
AK2	3	3	10	7	0	1	0	7	3	2	4	2	5	12	10	6	1	7	5	6	0
ZNF362	0	0	2	1	0	0	0	0	1	0	3	0	1	1	0	2	0	0	2	1	0
PHC2	0	2	4	2	0	0	0	6	4	3	3	2	4	6	2	2	2	3	1	2	0
ZSCAN20	0	6	3	4	0	0	0	2	2	1	1	0	1	3	3	3	0	0	3	0	1
CSMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GJB5	0	1	1	3	0	0	0	0	0	2	1	0	2	2	1	4	0	0	0	0	0
GJB4	0	1	1	3	0	0	0	1	0	2	1	0	2	2	1	4	0	0	0	0	0
GJB3	0	0	1	3	0	0	0	1	0	2	1	0	3	2	1	3	0	0	0	0	0
GJA4	0	0	1	3	0	0	0	1	0	2	1	0	4	2	1	2	0	0	0	0	0
SMIM12	4	0	6	5	0	0	0	3	4	3	4	2	10	4	4	5	3	2	3	6	0
DLGAP3	0	0	0	1	0	0	0	0	0	0	1	0	3	2	0	3	0	0	0	1	0
ZMYM6	1	3	2	2	0	0	0	3	0	4	3	1	4	3	0	3	0	0	0	1	0
SFPQ	2	1	3	3	0	1	1	2	2	2	1	6	4	3	3	1	1	1	2	4	0
ZMYM4	5	4	4	2	0	0	0	9	1	1	4	3	3	1	3	2	2	2	2	3	1
KIAA0319L	2	6	2	3	0	1	0	5	1	0	3	2	6	3	2	5	0	1	3	2	0
NCDN	2	6	2	3	0	1	0	5	1	0	3	2	6	3	2	5	0	1	3	2	0
TFAP2E	2	4	2	3	0	1	0	4	1	1	3	2	6	3	2	5	0	2	3	2	0
PSMB2	2	1	2	2	0	0	0	5	1	5	2	2	4	2	4	2	0	3	1	2	0
CLSPN	2	0	3	4	0	0	0	3	1	2	3	3	3	2	4	2	0	2	1	1	0
AGO4	2	0	3	4	0	0	0	3	1	0	3	3	4	2	5	1	0	2	1	1	0
AGO1	1	1	2	6	0	1	0	6	4	2	1	4	6	3	4	5	6	3	3	2	0
AGO3	2	2	3	6	0	1	0	5	4	3	1	4	5	4	4	4	4	3	4	4	0
TEKT2	0	0	4	4	0	2	0	1	2	5	0	3	3	3	2	3	0	1	2	6	0
ADPRHL2	0	1	5	4	0	2	0	1	3	5	0	3	3	4	2	4	0	1	2	7	0
COL8A2	1	3	12	8	0	3	0	7	3	4	2	5	7	8	6	6	0	2	2	9	0
MAP7D1	2	4	9	4	0	3	0	7	1	3	2	2	5	7	4	4	0	2	1	6	0
TRAPPC3	2	4	9	4	0	3	0	7	1	3	2	2	5	7	4	4	0	2	1	6	0
THRAP3	3	6	5	4	0	1	0	10	2	2	3	4	3	5	7	4	5	6	4	7	0
SH3D21	1	2	4	4	0	1	0	9	2	0	2	2	6	6	5	7	1	3	4	4	0
EVA1B	3	3	8	4	0	1	0	9	4	2	3	5	9	7	8	10	0	2	3	4	0
STK40	5	4	13	8	0	1	0	11	4	7	5	14	9	7	13	10	0	0	2	5	0
LSM10	5	4	13	8	0	1	0	12	5	7	5	14	9	7	14	9	0	0	1	5	0
OSCP1	2	3	7	3	0	1	0	15	3	4	3	3	4	7	6	4	1	3	3	2	0
MRPS15	2	4	5	3	0	1	0	14	3	4	3	2	3	6	5	3	1	3	3	2	0
CSF3R	2	4	5	3	0	1	0	16	2	1	3	2	3	7	5	3	1	4	4	3	0
GRIK3	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0
ZC3H12A	2	7	7	3	0	0	0	8	4	2	4	1	9	4	3	9	1	0	1	2	0
MEAF6	4	7	7	4	0	0	0	14	3	2	6	2	10	7	3	8	2	3	2	3	0
SNIP1	3	4	5	5	0	0	0	9	2	1	6	2	7	7	3	6	1	3	1	2	0
DNALI1	3	4	5	5	0	0	0	9	2	1	6	2	6	7	3	6	1	3	1	2	0
GNL2	3	2	3	4	0	0	0	7	2	1	4	2	5	5	2	6	1	3	1	2	0
C1orf109	1	1	3	2	0	0	0	2	2	0	2	3	4	3	3	1	0	2	2	2	0
CDCA8	1	1	3	2	0	0	0	2	2	0	2	3	4	3	3	1	0	2	2	2	0
EPHA10	0	1	2	1	0	0	0	3	1	2	2	4	3	2	2	6	0	1	1	3	0
MANEAL	0	1	2	1	0	0	0	3	1	2	2	4	3	2	2	6	0	1	1	3	0
C1orf122	0	0	2	1	0	0	0	3	1	1	2	4	4	2	3	6	0	1	1	3	0
YRDC	0	0	2	1	0	0	0	3	1	1	2	4	4	2	3	6	0	1	1	3	0
MTF1	0	4	3	0	0	0	0	5	2	2	3	2	3	1	5	3	0	0	1	2	0
INPP5B	2	5	5	4	0	1	0	7	2	3	3	3	7	8	5	7	2	2	4	4	0
SF3A3	3	10	9	7	0	1	0	11	4	5	4	7	10	10	10	12	2	5	2	8	0
FHL3	3	7	7	5	0	1	0	10	5	4	5	6	8	8	11	10	2	5	1	8	0
POU3F1	2	7	6	4	0	0	0	8	5	4	3	5	8	9	11	11	1	5	1	6	0
RRAGC	2	4	7	4	0	0	0	4	3	1	4	4	4	6	5	6	2	3	2	2	0
RHBDL2	3	5	3	3	0	0	2	2	2	1	2	3	5	0	4	3	1	2	2	3	0
AKIRIN1	3	7	4	3	0	1	1	3	1	1	4	4	6	3	3	4	0	1	1	3	0
NDUFS5	2	7	4	2	0	1	0	7	0	1	3	3	4	4	5	3	0	2	1	2	0
MACF1	0	7	7	2	0	0	0	14	3	3	1	0	5	1	7	6	0	3	1	4	0
BMP8A	0	1	2	0	0	0	0	2	1	0	0	0	1	1	1	1	0	0	0	0	0
PABPC4	0	5	2	5	0	0	0	2	1	1	2	3	4	3	0	5	0	0	0	1	0
HEYL	0	6	4	4	0	0	0	3	1	2	6	0	6	5	2	6	0	1	1	2	1
NT5C1A	1	3	6	4	0	1	0	4	3	2	6	1	8	6	4	8	1	2	2	3	1
HPCAL4	1	3	6	4	0	1	0	3	3	2	6	1	6	5	4	7	1	1	2	3	1
PPIE	1	1	3	3	0	1	0	2	2	2	2	1	4	6	2	4	1	2	2	2	0
BMP8B	1	6	6	7	0	0	0	6	2	2	5	3	4	9	3	3	0	1	1	0	0
TRIT1	2	3	7	6	0	0	0	9	4	2	4	6	7	7	8	4	1	3	3	7	0
MYCL	2	4	8	6	0	0	0	8	4	2	4	6	6	9	7	4	1	3	2	7	0
MFSD2A	0	6	2	1	0	0	0	0	1	0	0	0	3	7	1	3	0	0	1	2	0
CAP1	2	6	7	4	0	0	0	12	3	3	3	3	6	4	12	8	4	7	8	6	0
PPT1	1	3	4	3	0	0	0	8	2	2	2	2	4	2	6	4	2	6	7	7	0
RLF	4	4	4	4	0	0	0	3	1	3	2	2	4	2	5	5	0	3	3	4	0
ZMPSTE24	1	6	4	2	0	0	0	1	1	4	4	2	6	3	5	2	1	3	2	4	0
COL9A2	2	3	5	0	0	0	0	3	2	1	5	0	7	1	4	5	0	1	1	2	0
SMAP2	10	12	11	1	0	3	0	13	2	1	3	5	11	4	11	4	1	5	2	4	0
ZFP69B	1	3	7	2	0	0	0	3	1	0	5	3	5	1	3	2	0	2	3	4	0
ZFP69	0	1	6	2	0	0	0	3	0	0	7	3	2	2	2	1	0	1	2	4	0
EXO5	0	1	6	0	0	0	0	1	0	0	6	3	1	3	4	0	0	0	0	4	0
ZNF684	0	2	3	0	0	0	0	1	0	0	3	2	1	3	3	0	0	0	0	3	0
RIMS3	1	5	9	9	0	1	0	6	3	3	5	5	4	7	11	8	1	3	3	5	0
NFYC	0	4	7	6	0	1	0	5	3	2	5	5	4	4	9	5	0	2	3	5	0
KCNQ4	3	2	5	4	0	0	0	8	3	6	2	1	4	2	7	2	2	3	3	3	0
CITED4	8	5	8	6	0	0	1	11	3	6	4	4	7	5	6	7	4	4	4	5	1
CTPS1	6	4	5	6	0	1	0	6	3	0	8	5	6	4	7	6	3	4	3	3	1
SLFNL1	3	0	3	5	0	1	0	2	2	0	5	4	4	4	5	2	2	4	3	3	0
SCMH1	0	2	2	2	0	0	0	5	2	2	3	1	2	0	1	4	1	2	3	3	0
FOXO6	0	5	4	5	0	0	0	2	0	1	3	0	4	4	6	6	0	0	1	1	0
EDN2	0	8	8	6	0	0	0	1	1	3	2	3	3	2	0	4	0	0	0	1	0
HIVEP3	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0
FOXJ3	0	4	2	2	0	0	0	2	1	2	2	3	3	3	2	2	0	0	1	2	0
RIMKLA	0	3	2	1	0	0	0	2	0	1	2	3	5	3	1	2	0	0	1	2	0
ZMYND12	0	0	0	1	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0
PPCS	0	0	0	1	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0
CCDC30	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PPIH	0	1	5	5	0	1	0	1	0	2	4	6	2	3	3	3	1	3	2	2	0
YBX1	0	1	5	5	0	1	0	1	0	2	4	6	2	3	5	3	1	3	2	2	0
CLDN19	1	1	1	2	0	0	0	2	0	1	0	2	0	1	7	4	0	0	1	4	0
C1orf50	1	1	2	3	0	0	0	4	0	1	0	3	2	2	8	5	0	0	1	4	0
ERMAP	5	1	3	4	0	3	0	10	2	2	8	6	9	4	12	4	2	5	5	7	0
ZNF691	5	1	3	4	0	3	0	10	3	2	9	5	11	3	9	3	3	6	4	4	0
SLC2A1	5	9	11	12	0	1	0	19	10	7	7	9	17	10	7	8	8	11	11	15	0
EBNA1BP2	1	2	3	2	0	0	0	0	0	1	2	2	1	2	3	1	0	1	0	2	0
TMEM125	1	2	1	1	0	0	0	1	0	1	1	0	2	2	0	3	0	0	0	3	0
C1orf210	0	7	3	2	0	0	0	2	1	1	3	0	1	3	2	2	0	2	1	4	0
TIE1	0	8	3	2	0	0	0	2	1	2	4	0	2	4	2	1	1	4	3	6	0
MPL	2	8	3	7	0	2	0	8	3	2	6	5	3	9	5	4	1	6	7	5	0
CDC20	5	9	5	8	0	3	0	11	5	4	6	7	7	10	7	5	3	9	11	6	0
ELOVL1	5	10	5	7	0	3	0	11	6	4	7	7	7	9	7	6	3	9	11	6	0
MED8	5	5	3	6	0	3	0	10	5	3	5	7	7	8	6	5	3	7	10	5	0
SZT2	5	5	3	6	0	3	0	10	5	3	5	7	7	8	6	5	3	7	10	5	0
HYI	1	6	3	1	0	0	0	4	2	1	2	0	6	1	1	1	2	3	4	3	0
PTPRF	2	3	3	3	0	1	1	4	2	1	4	1	3	5	5	3	1	2	2	2	0
KDM4A	1	2	2	1	0	0	0	2	0	1	0	1	3	2	2	2	0	0	0	0	0
ST3GAL3	0	0	1	1	0	1	1	2	0	2	1	2	5	3	0	1	1	1	1	1	0
ARTN	1	2	7	6	0	1	0	13	3	1	3	8	5	6	8	10	0	2	1	4	0
IPO13	2	2	8	6	0	1	0	13	4	1	5	10	7	6	8	13	0	2	2	4	0
DPH2	2	2	9	7	0	1	0	11	5	2	5	10	9	7	7	14	0	3	3	5	0
ATP6V0B	2	2	9	7	0	1	0	11	5	3	5	10	9	7	7	14	0	3	3	5	0
B4GALT2	2	2	9	7	0	1	0	11	5	3	5	10	9	7	7	14	0	3	3	5	0
CCDC24	4	7	11	13	0	2	0	12	5	4	6	14	13	11	9	14	2	9	6	10	0
SLC6A9	4	11	7	9	0	2	0	9	6	6	3	6	11	5	8	7	3	11	8	10	0
DMAP1	1	1	3	2	0	0	0	0	1	2	1	1	3	4	5	4	2	2	1	4	0
ERI3	1	2	3	1	0	0	0	2	0	0	0	1	1	2	1	4	0	0	0	1	0
RNF220	0	2	3	1	0	0	0	1	0	0	0	1	0	3	1	3	0	0	0	0	0
TMEM53	2	9	7	7	0	1	0	7	3	2	7	4	9	6	5	7	4	5	7	11	1
C1orf228	2	9	7	7	0	1	0	7	3	2	7	4	9	6	5	7	4	5	7	10	1
KIF2C	7	9	12	5	0	3	0	8	5	6	7	7	14	5	6	6	4	5	5	8	1
RPS8	8	9	16	8	0	4	0	15	9	8	10	10	17	9	13	10	3	7	4	12	0
PLK3	5	8	14	8	0	5	0	14	8	5	9	7	13	11	12	12	1	7	5	11	0
BTBD19	5	8	14	8	0	5	0	14	8	5	9	7	13	11	12	12	1	7	5	11	0
PTCH2	4	5	10	8	0	4	0	12	7	5	9	5	12	10	11	11	1	5	4	7	0
EIF2B3	7	1	9	7	0	0	0	7	4	3	5	5	7	5	7	7	2	2	3	4	0
HECTD3	8	2	11	9	0	0	0	6	6	4	6	6	9	5	9	8	3	4	5	6	0
UROD	8	2	11	9	0	0	0	6	6	4	6	6	9	5	9	8	3	4	5	6	0
ZSWIM5	0	2	2	1	0	0	0	2	0	1	2	0	0	3	1	1	0	0	0	0	0
HPDL	2	4	4	2	0	0	0	10	3	3	6	3	7	6	5	4	0	2	1	4	0
TOE1	2	4	3	2	0	0	0	8	3	3	7	3	7	5	4	4	0	2	1	4	0
MUTYH	2	4	3	2	0	0	0	8	3	3	7	3	7	5	4	4	0	2	1	4	0
TESK2	4	0	7	6	0	1	1	7	4	3	9	8	4	5	5	5	1	5	2	5	0
MMACHC	4	0	7	7	0	1	1	8	2	3	10	8	4	5	7	5	1	6	1	4	0
PRDX1	4	0	9	9	0	2	1	9	2	3	12	9	5	7	7	7	1	6	1	6	0
AKR1A1	5	0	11	7	0	3	1	12	5	2	9	12	5	10	8	4	1	8	3	7	0
NASP	5	1	6	5	0	2	0	8	3	0	6	7	5	8	5	3	0	4	3	5	0
CCDC17	5	2	3	2	0	1	0	5	3	0	1	6	3	4	3	1	0	2	3	3	0
GPBP1L1	2	4	6	3	0	2	0	5	0	2	2	3	7	2	8	4	0	3	2	5	0
TMEM69	2	4	6	3	0	2	0	5	0	2	2	3	7	2	8	4	0	3	2	5	0
IPP	1	4	2	1	0	0	0	7	0	2	6	3	6	1	7	1	1	3	2	6	0
MAST2	1	4	3	1	0	0	0	6	1	3	5	1	2	1	3	2	0	0	0	2	0
TSPAN1	8	7	9	4	0	1	0	10	5	3	7	4	6	7	7	8	2	5	4	8	0
PIK3R3	8	7	9	4	0	1	0	10	5	3	7	4	6	7	7	8	2	5	4	8	0
LURAP1	9	5	10	4	0	1	0	9	3	3	6	4	8	7	8	8	2	4	3	8	0
POMGNT1	6	4	6	2	0	1	0	4	1	3	2	2	6	4	5	7	0	0	0	5	0
RAD54L	4	7	8	3	0	1	0	4	1	3	4	2	6	4	5	6	0	1	1	6	0
LRRC41	6	6	11	4	0	1	0	9	3	5	6	7	7	6	7	6	2	2	5	8	0
UQCRH	6	6	11	4	0	1	0	9	3	5	6	7	7	6	7	6	2	2	5	8	0
NSUN4	6	1	8	3	0	1	0	10	3	3	5	7	5	5	5	5	2	1	5	8	0
FAAH	4	0	8	3	0	1	0	11	3	2	7	4	4	3	5	5	2	4	5	5	1
DMBX1	4	6	9	8	0	2	1	15	4	4	5	2	6	13	6	14	5	4	5	5	0
MKNK1	0	3	4	3	0	0	0	9	1	0	2	0	1	5	2	3	0	1	1	0	0
MOB3C	0	3	4	2	0	0	0	9	1	0	2	0	2	4	2	2	0	1	1	0	0
ATPAF1	0	4	2	1	0	0	0	4	1	1	0	0	2	2	2	1	0	2	2	2	0
EFCAB14	2	6	5	1	0	0	1	4	0	5	1	2	5	2	4	3	0	2	1	3	0
CYP4X1	0	3	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0
PDZK1IP1	5	4	9	9	0	4	0	19	4	5	3	4	14	10	10	7	8	8	7	10	0
TAL1	3	5	7	7	0	4	0	18	1	4	4	3	11	6	8	4	5	6	5	8	0
STIL	4	2	6	3	0	3	0	7	0	8	2	3	6	3	5	1	1	3	3	5	0
CMPK1	4	3	6	3	0	3	1	8	0	8	2	3	6	3	7	1	2	6	5	8	0
FOXD2	1	0	4	1	0	0	0	5	4	0	0	0	3	5	3	6	0	2	1	1	0
TRABD2B	0	2	1	1	0	0	0	0	1	1	0	0	1	0	1	2	0	0	0	0	0
SPATA6	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0
BEND5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
FAF1	2	2	7	3	0	1	0	9	1	4	7	6	4	5	6	5	1	2	3	5	1
CDKN2C	2	2	7	3	0	1	0	10	1	3	7	6	4	5	6	5	1	2	3	5	1
RNF11	1	2	6	2	0	0	0	8	3	7	1	0	9	3	3	3	1	3	4	7	0
TTC39A	1	4	3	2	0	0	0	7	1	2	4	2	4	4	7	3	1	2	4	5	0
EPS15	5	5	6	3	0	0	1	8	2	5	2	6	7	2	6	5	4	5	3	5	0
OSBPL9	2	10	4	3	0	1	0	15	2	3	0	2	7	6	12	2	2	4	5	9	0
RAB3B	4	4	3	3	0	0	0	3	1	2	6	2	3	2	3	5	0	2	0	1	0
KTI12	4	7	7	5	0	0	0	4	0	1	4	4	3	5	3	4	0	5	1	2	2
TXNDC12	3	6	6	5	0	0	0	4	0	1	3	4	3	4	3	2	0	5	1	2	2
BTF3L4	3	6	6	5	0	0	0	4	0	1	3	4	3	4	3	2	0	5	1	2	2
ZFYVE9	0	1	1	2	0	0	0	1	0	0	2	0	4	3	1	3	0	1	0	0	0
CC2D1B	4	4	9	2	0	2	0	5	0	4	2	3	4	5	6	2	2	1	1	6	1
ORC1	3	4	7	3	0	1	0	4	0	3	0	3	4	4	4	1	1	3	3	8	1
PRPF38A	3	4	7	3	0	1	0	4	0	3	0	3	4	4	4	1	1	3	3	8	1
ZCCHC11	0	10	3	0	0	0	0	8	0	0	5	2	5	3	2	2	2	1	1	3	0
GPX7	0	2	5	0	0	0	0	7	1	1	4	2	6	1	3	1	2	1	1	3	0
FAM159A	0	3	4	0	0	0	0	5	2	3	0	1	3	1	3	2	2	2	3	4	0
COA7	3	7	9	4	0	2	0	7	2	2	3	3	7	5	5	7	1	2	2	7	0
ZYG11B	3	4	8	4	0	2	0	6	1	1	3	3	8	4	4	5	0	2	1	5	0
ZYG11A	0	4	3	1	0	0	0	4	0	1	3	2	3	1	3	1	1	0	1	1	0
ECHDC2	2	5	2	1	0	0	0	4	0	1	4	1	3	4	1	3	0	2	1	2	0
SCP2	2	5	2	1	0	0	0	4	0	1	4	1	3	4	1	3	0	2	1	2	0
PODN	0	4	0	1	0	0	0	5	0	2	2	0	3	2	1	4	0	1	1	2	0
CPT2	2	5	11	2	0	1	0	11	3	1	5	4	5	8	6	5	0	3	2	6	0
C1orf123	2	3	10	2	0	1	0	9	3	0	3	4	4	8	6	5	0	2	2	4	0
MAGOH	1	2	5	1	0	1	0	6	1	1	2	3	3	5	4	3	0	1	0	3	0
LRP8	2	1	4	2	0	0	0	1	1	2	4	2	4	5	6	4	1	3	4	2	0
GLIS1	0	4	1	1	0	0	0	0	0	1	1	1	4	2	3	4	0	2	2	1	0
NDC1	2	2	2	1	0	1	0	2	1	1	1	3	2	2	1	2	1	2	0	2	0
YIPF1	1	2	2	0	0	1	0	2	0	0	0	2	3	2	2	3	1	1	2	3	1
DIO1	1	2	2	0	0	1	0	3	0	0	0	2	3	2	2	4	1	2	3	4	1
HSPB11	0	1	1	2	0	0	0	9	0	0	2	1	4	1	2	5	0	2	1	2	1
LRRC42	0	1	1	2	0	0	0	9	0	0	2	1	4	1	2	5	0	2	1	2	1
LDLRAD1	1	2	1	4	0	0	0	4	1	0	1	1	1	2	5	3	3	4	2	4	0
TCEANC2	1	1	1	4	0	0	0	3	1	1	0	3	1	2	5	3	3	4	2	4	0
TMEM59	1	1	1	4	0	0	0	3	1	1	0	3	1	2	5	3	3	4	2	4	0
CYB5RL	0	3	2	2	0	0	0	6	0	3	2	2	3	3	5	0	0	2	3	1	0
MRPL37	0	3	2	2	0	0	0	6	0	3	2	2	3	3	5	0	0	2	3	1	0
SSBP3	1	2	7	5	0	1	0	12	1	3	0	1	4	4	8	5	2	6	3	5	0
ACOT11	0	0	0	2	0	0	0	3	0	1	4	0	5	4	3	3	1	1	1	1	0
TTC4	0	1	2	3	0	0	0	3	1	1	2	3	3	3	3	2	1	0	0	3	0
PARS2	0	2	2	4	0	0	0	3	0	2	2	3	4	8	3	4	1	0	0	3	0
TTC22	0	4	2	3	0	0	0	2	0	1	2	1	2	6	3	4	1	0	0	1	0
DHCR24	0	2	1	1	0	0	0	2	1	0	4	2	4	2	0	0	1	1	1	2	0
TMEM61	0	1	1	1	0	0	0	3	1	0	7	0	5	0	4	4	0	0	0	0	0
PCSK9	0	0	3	1	0	0	0	4	1	0	7	2	3	2	2	3	0	0	0	1	0
USP24	0	3	3	1	0	0	0	8	1	1	2	2	4	2	3	1	1	3	4	4	0
PRKAA2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf168	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
DAB1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0
OMA1	0	3	2	0	0	0	0	5	0	0	2	2	1	1	1	2	0	1	0	2	0
TACSTD2	0	3	2	0	0	0	0	4	0	0	2	2	2	1	2	1	0	1	0	2	0
MYSM1	0	0	1	2	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0
JUN	1	6	3	6	0	3	1	4	4	2	6	1	6	9	4	6	1	1	2	5	0
FGGY	1	1	5	3	0	0	0	3	2	3	3	3	3	2	3	2	0	6	3	4	0
HOOK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2J2	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0
NFIA	3	3	10	6	0	0	1	14	3	5	11	9	13	10	10	7	2	3	7	11	0
TM2D1	1	3	1	1	0	0	0	2	0	2	1	1	3	2	1	0	0	2	1	2	0
L1TD1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KANK4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
USP1	0	2	2	2	0	1	0	5	0	1	3	2	3	2	4	2	0	3	1	2	0
DOCK7	0	3	0	1	0	0	0	3	1	1	0	0	1	0	2	2	1	2	2	4	0
ATG4C	2	0	1	1	0	0	0	1	1	0	0	1	0	2	1	1	0	1	2	2	0
FOXD3	0	2	3	2	0	0	0	0	1	1	5	1	2	6	0	3	0	1	0	1	0
ALG6	0	3	4	2	0	0	1	0	1	1	5	1	1	5	0	3	0	1	0	1	0
