CTCF	EP300	GABPA	MAFK	NFE2L2	REST
CTTNBP2NL	10	2	2	1	1	3
WNT2B	6	3	3	2	2	2
ST7L	6	5	4	2	2	1
CAPZA1	6	5	4	2	2	1
MOV10	7	4	3	1	1	2
RHOC	8	3	3	0	1	2
PPM1J	8	3	3	0	1	2
SLC16A1	3	0	0	2	1	1
LRIG2	3	0	0	2	1	1
PHTF1	1	0	2	2	1	0
RSBN1	2	1	3	3	1	1
PTPN22	6	2	3	3	1	1
BCL2L15	9	2	3	3	1	1
DCLRE1B	9	2	3	3	1	1
AP4B1	9	2	3	3	1	1
HIPK1	9	2	2	2	0	1
OLFML3	9	2	2	1	0	1
TRIM33	1	3	2	2	2	0
BCAS2	2	2	3	2	1	0
DENND2C	3	0	3	2	1	1
AMPD1	3	0	3	1	0	1
NRAS	3	0	3	1	0	1
CSDE1	3	0	3	1	0	1
SIKE1	2	0	2	1	0	1
TSPAN2	10	4	2	2	0	1
NGF	2	3	1	3	2	0
VANGL1	8	2	2	2	1	0
NHLH2	5	0	0	0	0	0
SLC22A15	3	3	3	1	0	0
ATP1A1	2	2	0	1	0	1
CD58	8	2	3	3	0	0
IGSF3	12	2	2	1	1	0
CD2	9	2	0	0	1	0
PTGFRN	4	0	1	0	0	0
CD101	5	2	1	2	1	0
TTF2	6	3	0	2	1	0
TRIM45	6	3	0	2	1	0
VTCN1	3	1	0	0	0	0
MAN1A2	2	0	1	2	0	0
FAM46C	8	0	0	4	0	1
GDAP2	4	1	2	1	0	0
WDR3	4	1	2	1	0	0
SPAG17	2	0	0	0	0	0
TBX15	1	1	0	0	1	1
WARS2	2	1	0	2	0	1
PHGDH	10	1	1	1	0	1
HMGCS2	10	1	0	1	0	1
NOTCH2	0	1	0	0	0	0
FCGR1B	0	0	0	0	0	0
PDE4DIP	5	3	2	1	0	3
NOTCH2NL	0	0	0	0	0	2
HFE2	7	8	6	7	4	1
TXNIP	9	8	6	8	4	1
POLR3GL	10	9	6	8	4	1
ANKRD34A	10	9	6	8	4	1
LIX1L	10	9	6	8	4	1
RBM8A	12	5	3	3	4	0
PEX11B	12	5	4	4	4	0
ITGA10	11	5	4	4	4	0
ANKRD35	10	4	4	3	3	0
PIAS3	8	3	2	4	4	0
NUDT17	8	1	2	4	3	0
RNF115	7	1	1	4	1	0
POLR3C	7	1	1	4	1	0
CD160	1	1	0	2	1	0
PDZK1	1	1	0	2	1	0
NBPF12	0	0	0	0	0	0
PRKAB2	4	2	1	2	0	1
FMO5	4	2	1	1	0	1
CHD1L	4	2	1	1	0	1
BCL9	6	0	1	0	0	2
ACP6	7	1	2	1	0	2
GJA5	5	1	1	0	0	2
GPR89B	4	0	0	0	0	0
HIST2H2BF	1	4	2	4	2	1
HIST2H4A	1	4	3	4	3	1
HIST2H2AA4	1	4	3	4	3	1
HIST2H3A	1	4	3	4	3	1
HIST2H2BE	2	4	3	5	3	1
HIST2H2AC	2	4	3	5	3	1
HIST2H2AB	2	4	3	5	3	1
BOLA1	2	4	3	5	3	1
SV2A	2	5	4	5	4	1
SF3B4	2	5	4	5	4	1
MTMR11	2	5	4	5	4	1
OTUD7B	3	1	3	2	2	0
VPS45	4	1	2	2	1	0
PLEKHO1	9	0	2	2	2	1
ANP32E	10	1	4	7	2	1
APH1A	7	1	5	8	3	1
C1orf54	7	1	5	8	3	1
MRPS21	6	1	5	8	1	1
PRPF3	4	1	5	9	1	1
RPRD2	1	1	4	8	1	0
TARS2	7	4	3	2	2	1
ECM1	7	5	4	2	2	1
ADAMTSL4	9	9	5	0	3	1
MCL1	8	9	5	1	3	1
ENSA	7	11	4	2	2	1
GOLPH3L	2	9	2	2	1	0
HORMAD1	2	6	0	2	0	0
CTSS	2	4	0	1	0	0
CTSK	3	3	0	0	0	0
ARNT	5	1	1	0	0	0
SETDB1	8	2	3	1	1	1
CERS2	11	2	5	1	2	2
ANXA9	11	1	5	1	2	2
FAM63A	11	1	5	1	2	2
PRUNE	11	1	5	1	2	2
BNIPL	10	1	4	1	2	2
C1orf56	10	1	4	1	2	2
CDC42SE1	11	1	4	1	2	2
MLLT11	11	1	4	1	2	2
GABPB2	11	2	5	1	2	3
SEMA6C	9	5	4	2	1	2
TNFAIP8L2	9	7	5	2	2	2
LYSMD1	7	7	3	2	2	2
SCNM1	7	7	3	2	2	2
VPS72	7	7	6	2	1	1
PIP5K1A	8	7	6	2	1	1
PSMD4	9	9	7	4	2	1
ZNF687	8	8	6	4	2	0
PI4KB	8	4	6	3	3	0
RFX5	8	4	6	2	3	0
SELENBP1	7	2	6	2	2	0
PSMB4	6	2	3	2	2	0
POGZ	7	6	2	4	2	0
CGN	6	7	1	5	1	0
TUFT1	6	7	1	5	1	1
SNX27	4	8	0	6	1	2
CELF3	2	1	0	2	0	3
RIIAD1	2	1	0	2	0	3
OAZ3	5	2	0	3	0	4
MRPL9	5	2	0	3	0	4
TDRKH	7	1	0	3	0	3
RORC	8	3	1	2	0	1
THEM5	8	7	1	4	0	1
THEM4	13	12	2	8	2	5
S100A10	14	17	2	10	2	4
S100A11	11	14	1	10	2	4
TCHHL1	13	12	0	9	3	4
RPTN	5	3	0	3	1	0
FLG	5	0	0	0	0	0
FLG2	9	0	0	0	0	0
CRNN	19	0	0	0	0	0
LCE5A	17	0	0	0	0	0
CRCT1	17	0	0	0	0	0
LCE3E	12	0	0	0	0	0
LCE3D	11	0	0	0	0	0
LCE2D	4	0	0	0	0	0
LCE2A	4	1	0	0	0	0
KPRP	2	1	0	0	0	0
LCE1E	6	1	0	0	0	0
LCE1D	6	1	0	0	0	0
LCE1C	6	1	0	0	0	0
LCE6A	6	1	0	0	0	0
SMCP	6	0	0	0	0	0
IVL	6	0	0	0	0	0
SPRR4	7	0	0	0	0	0
SPRR1A	4	0	0	0	0	0
SPRR3	4	1	0	1	0	0
SPRR1B	3	1	0	2	0	0
SPRR2D	3	1	0	2	0	0
SPRR2A	3	1	0	3	0	0
SPRR2B	2	1	0	3	0	0
SPRR2E	4	1	0	3	0	0
SPRR2F	4	1	0	3	0	0
SPRR2G	6	1	0	3	0	0
PRR9	8	0	0	2	0	0
LOR	12	0	0	0	0	1
PGLYRP4	13	1	0	0	0	2
S100A9	13	1	0	0	0	3
S100A12	14	2	0	0	0	4
S100A8	17	4	0	0	0	5
S100A7	17	7	2	1	2	6
S100A6	17	12	7	2	3	5
S100A5	17	12	7	2	3	5
S100A4	17	12	7	2	3	5
S100A3	17	12	7	2	3	5
S100A2	17	12	7	2	3	4
S100A16	15	13	7	2	6	2
S100A14	14	12	7	2	6	2
S100A1	14	12	8	2	6	2
CHTOP	13	12	8	2	6	2
S100A13	13	11	8	2	6	2
SNAPIN	11	9	7	1	4	0
ILF2	10	6	6	1	3	0
NPR1	9	5	7	1	3	0
INTS3	7	3	4	0	3	0
SLC27A3	5	2	3	0	2	0
GATAD2B	5	2	6	4	2	2
DENND4B	5	2	6	4	2	2
CRTC2	5	2	6	4	2	2
CREB3L4	5	2	6	4	2	2
SLC39A1	5	2	6	4	2	2
JTB	5	2	6	4	2	2
RAB13	5	2	6	4	2	2
RPS27	5	2	6	4	2	2
TPM3	7	1	3	2	1	0
UBAP2L	6	1	3	2	1	0
C1orf43	6	1	3	2	1	0
HAX1	12	1	3	1	1	0
AQP10	13	5	1	2	0	0
ATP8B2	13	5	1	2	0	0
IL6R	17	8	0	3	1	0
SHE	13	8	0	3	1	2
TDRD10	13	8	0	3	1	2
UBE2Q1	9	2	0	3	1	2
CHRNB2	8	1	0	2	0	2
ADAR	7	0	0	1	0	4
PMVK	18	8	6	2	2	3
PBXIP1	21	10	7	2	2	3
PYGO2	23	10	7	3	2	3
SHC1	22	10	7	3	2	3
CKS1B	22	10	7	3	2	3
LENEP	25	10	7	4	2	3
ZBTB7B	27	10	7	4	2	3
ADAM15	28	13	8	3	3	1
EFNA4	26	11	7	3	3	1
EFNA3	28	9	5	4	3	1
EFNA1	23	8	6	4	4	2
SLC50A1	23	8	6	4	4	2
DPM3	23	8	6	4	4	3
KRTCAP2	21	7	6	4	5	2
TRIM46	21	7	6	4	5	2
MUC1	20	7	6	3	5	3
THBS3	18	7	6	3	5	3
MTX1	18	7	7	3	5	3
GBA	16	4	7	3	4	3
FAM189B	16	4	7	3	4	3
SCAMP3	16	4	7	3	4	3
CLK2	15	4	7	3	4	3
HCN3	14	3	7	2	3	3
PKLR	11	3	7	2	3	3
FDPS	10	3	7	2	3	3
RUSC1	10	3	5	2	3	3
ASH1L	2	1	0	1	0	0
YY1AP1	3	1	1	1	0	0
DAP3	3	1	1	1	0	0
GON4L	2	5	3	2	2	0
SYT11	2	5	3	2	2	0
RIT1	10	8	6	5	4	1
KIAA0907	11	8	7	6	4	1
ARHGEF2	15	9	7	8	3	3
SSR2	17	9	7	9	5	4
UBQLN4	22	10	5	12	7	4
LAMTOR2	22	10	5	12	7	4
RAB25	22	10	5	12	7	4
MEX3A	19	9	3	12	6	4
LMNA	19	9	3	12	6	4
SEMA4A	15	7	2	10	5	3
SLC25A44	11	6	2	9	5	1
PMF1	10	5	2	7	4	1
PMF1-BGLAP	10	5	2	7	4	1
BGLAP	7	1	3	5	1	0
PAQR6	6	1	3	4	1	0
TMEM79	11	1	3	4	1	0
SMG5	12	1	3	5	1	0
TSACC	10	1	2	3	1	1
CCT3	10	1	2	3	1	1
RHBG	15	1	4	4	1	1
C1orf61	18	6	4	8	2	2
MEF2D	15	7	5	7	2	2
IQGAP3	22	9	6	8	4	6
GPATCH4	24	9	7	8	3	6
HAPLN2	24	5	6	3	3	6
BCAN	26	7	9	5	3	6
NES	27	6	10	6	2	6
CRABP2	23	5	8	5	2	6
ISG20L2	18	6	8	5	2	6
RRNAD1	18	6	8	5	2	6
MRPL24	21	6	8	5	2	6
HDGF	19	6	8	5	2	6
PRCC	18	4	6	4	0	3
NTRK1	16	3	5	4	0	2
SH2D2A	16	3	5	4	0	2
INSRR	16	1	1	2	0	2
PEAR1	18	1	0	0	0	2
ETV3L	11	0	2	2	0	1
ETV3	11	0	2	2	0	1
FCRL5	7	0	0	0	0	1
FCRL4	5	0	0	0	0	1
FCRL3	5	0	0	0	0	0
FCRL2	4	0	0	0	0	0
FCRL1	3	0	0	0	0	0
KIRREL	10	3	0	1	0	1
CD1A	3	0	1	0	0	0
CD1C	3	0	0	0	0	0
CD1B	1	0	0	0	0	0
CD1E	1	0	0	0	0	0
SPTA1	0	0	0	1	0	0
MNDA	1	0	0	0	0	0
PYHIN1	3	2	1	0	0	0
IFI16	6	2	1	0	0	1
AIM2	6	2	1	0	0	1
CADM3	9	0	0	1	1	2
DUSP23	11	3	0	3	1	1
SLAMF8	14	9	1	4	2	1
VSIG8	15	9	1	3	2	3
TAGLN2	9	9	1	4	2	3
IGSF9	7	9	2	4	2	3
SLAMF9	7	9	2	4	2	3
PIGM	14	1	1	2	0	3
KCNJ9	16	0	1	2	0	1
IGSF8	17	0	1	3	0	1
ATP1A2	15	0	1	3	0	1
ATP1A4	15	0	0	3	0	1
CASQ1	11	1	0	3	0	1
PEA15	11	1	0	3	0	0
DCAF8	7	3	1	3	0	0
PEX19	6	3	1	3	0	1
NCSTN	6	3	1	2	0	1
COPA	6	3	1	2	0	1
NHLH1	5	2	1	2	0	1
VANGL2	5	2	1	2	0	1
SLAMF6	7	0	0	0	0	0
CD84	7	0	0	0	0	0
SLAMF1	7	0	0	1	1	0
CD48	9	0	0	1	1	0
SLAMF7	12	0	0	1	2	0
LY9	10	0	1	0	2	0
CD244	12	0	1	0	1	0
ITLN1	9	0	1	0	1	0
F11R	18	4	3	1	0	2
TSTD1	19	5	4	1	1	2
USF1	19	5	4	1	1	2
ARHGAP30	17	5	5	1	1	2
KLHDC9	18	5	5	1	2	2
NIT1	19	4	6	1	2	2
PFDN2	19	4	6	1	2	2
DEDD	21	4	7	1	2	2
UFC1	18	3	5	1	2	1
USP21	17	3	5	1	2	1
PPOX	17	3	5	1	2	2
B4GALT3	16	3	5	1	2	2
ADAMTS4	15	3	5	1	2	3
NDUFS2	15	3	5	1	2	3
FCER1G	16	3	6	2	3	3
APOA2	14	2	5	1	3	2
TOMM40L	14	2	5	1	3	2
PCP4L1	12	1	3	1	2	2
SDHC	9	2	5	2	2	2
FCGR2A	5	3	2	1	0	0
HSPA6	5	3	2	2	0	0
FCRLA	7	3	2	2	0	2
DUSP12	6	3	2	1	0	2
ATF6	6	3	2	2	0	2
OLFML2B	8	1	1	1	0	0
NOS1AP	8	3	1	1	0	0
C1orf226	6	5	1	1	0	0
SH2D1B	6	4	2	0	0	0
UHMK1	3	1	1	2	0	0
UAP1	4	0	1	2	0	1
DDR2	2	1	0	1	1	1
RGS4	3	0	1	4	1	1
RGS5	3	2	1	2	0	0
NUF2	3	2	1	2	0	0
PBX1	4	9	0	7	1	3
LMX1A	7	0	0	0	0	0
RXRG	6	0	0	0	0	0
LRRC52	3	0	0	1	1	0
MGST3	7	0	1	3	2	0
ALDH9A1	7	0	2	3	2	1
TMCO1	5	0	4	2	1	1
UCK2	5	0	3	0	1	1
FAM78B	2	0	0	1	0	2
POGK	4	1	1	1	1	0
TADA1	4	1	1	1	1	0
ILDR2	7	1	0	1	1	1
MAEL	7	1	0	1	1	1
GPA33	7	0	0	1	0	1
DUSP27	7	0	0	1	0	1
POU2F1	6	0	1	1	0	2
CD247	8	0	0	0	1	0
CREG1	6	0	0	0	1	0
RCSD1	9	1	0	2	1	0
MPZL1	5	2	0	6	2	0
DCAF6	3	2	0	5	1	1
MPC2	3	2	0	5	1	1
GPR161	8	2	2	2	0	0
TIPRL	8	2	2	2	0	0
SFT2D2	6	5	2	3	0	1
TBX19	5	4	1	2	0	1
XCL2	7	1	0	2	1	1
XCL1	6	1	0	2	1	1
DPT	4	4	0	2	1	1
ATP1B1	1	4	1	3	2	0
BLZF1	2	0	1	3	0	1
NME7	2	0	1	3	0	1
CCDC181	4	1	2	2	0	1
SLC19A2	4	1	1	0	0	1
F5	4	0	0	1	0	1
SELP	5	0	0	1	0	1
SELL	2	0	1	1	1	0
SELE	2	0	1	1	1	0
C1orf112	2	2	2	1	1	0
METTL18	2	2	2	1	1	0
SCYL3	1	2	2	2	1	0
KIFAP3	1	0	0	2	0	1
GORAB	0	0	0	0	1	1
PRRX1	2	0	0	0	0	1
FMO4	5	0	0	1	0	1
PRRC2C	3	2	0	2	0	0
MYOC	5	1	1	0	0	2
VAMP4	6	3	3	2	1	1
METTL13	4	3	3	2	1	1
DNM3	4	3	3	3	1	2
PIGC	8	3	2	5	0	0
SUCO	5	2	2	4	0	0
FASLG	6	1	0	4	0	1
TNFSF18	1	4	0	2	0	1
TNFSF4	3	7	0	2	0	0
PRDX6	5	5	0	5	3	0
SLC9C2	3	1	0	1	1	0
ANKRD45	1	1	1	1	1	1
KLHL20	1	1	1	1	1	1
CENPL	3	0	3	0	1	2
DARS2	3	0	3	0	1	2
ZBTB37	3	0	3	1	1	2
SERPINC1	3	0	3	1	1	2
RC3H1	2	0	1	2	1	2
RABGAP1L	5	0	0	0	1	0
GPR52	0	0	0	1	0	0
CACYBP	4	5	2	1	1	1
MRPS14	4	5	2	1	1	1
KIAA0040	8	1	0	2	0	0
TNR	4	1	0	0	0	4
RFWD2	3	1	2	0	0	0
ASTN1	5	3	1	2	0	1
SEC16B	10	0	1	1	0	0
RASAL2	6	0	0	1	0	1
RALGPS2	5	1	0	0	0	0
ANGPTL1	0	0	0	1	0	0
FAM20B	6	1	0	3	0	0
TOR3A	7	2	0	2	0	0
ABL2	5	2	0	3	1	1
SOAT1	6	1	1	3	1	1
AXDND1	6	1	1	4	0	1
FAM163A	3	0	1	2	0	0
TOR1AIP2	7	3	3	4	1	1
TOR1AIP1	7	3	3	4	1	1
CEP350	5	3	2	5	1	1
QSOX1	8	3	5	3	1	1
LHX4	9	0	5	1	1	1
ACBD6	3	3	3	1	1	1
XPR1	4	0	0	1	1	3
STX6	4	6	4	5	3	3
MR1	4	6	4	6	4	3
IER5	6	7	5	8	4	3
CACNA1E	6	0	0	0	0	1
GLUL	4	0	0	0	0	1
RNASEL	6	3	1	1	2	1
RGS16	6	3	1	1	2	1
RGS8	6	3	1	1	2	3
NPL	8	0	1	0	0	2
DHX9	8	0	1	0	0	2
SHCBP1L	4	1	0	2	1	0
LAMC1	3	3	0	3	2	2
LAMC2	4	3	0	3	1	2
NMNAT2	4	2	1	2	0	5
SMG7	4	2	1	2	0	4
NCF2	9	5	1	1	0	0
ARPC5	9	4	1	1	0	0
RGL1	9	4	1	1	0	0
APOBEC4	8	4	1	2	0	0
COLGALT2	2	1	1	1	1	0
TSEN15	2	1	1	1	1	0
C1orf21	1	0	0	1	1	0
EDEM3	2	1	1	0	0	1
FAM129A	2	0	0	0	0	0
RNF2	2	0	0	0	0	0
SWT1	1	0	1	1	0	0
TRMT1L	1	0	1	1	0	0
IVNS1ABP	1	1	1	1	0	0
HMCN1	8	3	0	1	0	0
PRG4	6	2	2	1	1	1
TPR	6	2	2	4	2	1
C1orf27	6	2	2	4	2	1
PTGS2	3	3	0	2	2	0
PLA2G4A	1	2	0	3	1	0
BRINP3	0	0	0	0	0	0
RGS18	0	0	0	1	0	1
RGS1	4	3	0	0	0	1
RGS13	2	2	0	0	0	1
RGS2	6	4	0	2	0	0
TROVE2	4	3	3	4	1	1
UCHL5	4	3	3	4	1	1
GLRX2	3	3	3	4	1	1
CDC73	3	3	3	4	1	1
KCNT2	0	2	0	3	0	0
CFH	1	0	0	3	0	0
ASPM	2	2	1	5	1	0
CRB1	2	2	1	4	1	0
DENND1B	1	0	0	1	0	0
C1orf53	3	3	1	0	0	0
LHX9	3	3	1	0	0	0
NEK7	3	6	2	2	1	0
PTPRC	1	7	0	1	1	0
NR5A2	2	0	0	1	0	0
ZNF281	2	9	0	7	1	1
KIF14	4	2	2	4	1	0
DDX59	2	2	2	3	2	0
CAMSAP2	1	2	1	2	2	0
C1orf106	4	1	0	1	0	0
KIF21B	10	1	0	3	0	0
TMEM9	12	7	0	3	0	1
IGFN1	13	8	1	3	2	2
PKP1	14	8	2	1	3	4
TNNT2	16	6	2	2	2	5
LAD1	15	8	2	3	3	4
TNNI1	15	10	2	3	2	3
PHLDA3	16	10	2	3	2	4
CSRP1	13	11	3	4	2	4
NAV1	3	2	2	3	1	4
IPO9	10	5	0	1	3	0
SHISA4	11	5	2	4	3	0
LMOD1	13	7	4	6	3	2
TIMM17A	13	7	4	6	3	2
RNPEP	11	9	4	6	4	2
ELF3	9	11	4	8	3	2
ARL8A	17	7	1	2	1	0
PTPN7	17	6	1	2	1	0
LGR6	17	5	1	3	0	0
UBE2T	4	1	0	1	3	1
PPP1R12B	4	1	0	1	3	1
SYT2	7	0	1	2	0	5
KDM5B	3	1	2	2	0	0
RABIF	4	3	4	4	1	1
KLHL12	5	2	3	2	1	1
ADIPOR1	10	2	3	2	1	2
CYB5R1	10	2	3	2	1	2
TMEM183A	12	2	2	2	1	2
ADORA1	18	0	0	0	0	3
MYBPH	15	0	0	1	0	2
CHI3L1	13	0	0	1	0	2
BTG2	15	1	0	3	1	2
FMOD	15	1	0	3	1	1
PRELP	7	5	0	3	1	1
ATP2B4	9	7	2	5	1	1
LAX1	7	4	2	1	0	1
ZC3H11A	7	4	1	1	0	1
SNRPE	5	4	1	1	0	1
SOX13	8	3	1	1	0	0
ETNK2	10	3	1	1	0	1
REN	11	3	1	1	0	1
KISS1	11	4	1	0	0	1
GOLT1A	11	1	0	0	0	1
PLEKHA6	10	8	3	7	5	2
PPP1R15B	11	10	3	9	7	2
PIK3C2B	8	9	3	7	5	2
MDM4	8	8	1	5	5	0
LRRN2	7	1	1	2	1	1
NFASC	8	0	1	0	0	4
CNTN2	7	2	1	3	0	2
RBBP5	4	2	2	5	0	2
DSTYK	8	6	2	8	1	0
TMCC2	8	7	1	6	1	0
NUAK2	10	6	0	3	1	1
LEMD1	9	0	0	0	0	3
CDK18	13	0	0	0	1	2
ELK4	13	0	2	2	1	0
SLC45A3	13	1	2	3	1	0
NUCKS1	11	1	2	2	0	1
SLC41A1	6	1	1	2	0	1
PM20D1	6	3	1	4	0	1
SLC26A9	3	2	0	2	0	0
AVPR1B	4	0	0	0	0	1
CTSE	4	0	0	0	0	0
IKBKE	8	2	0	5	0	2
RASSF5	11	2	0	5	0	2
EIF2D	11	2	1	5	2	1
DYRK3	14	3	1	3	2	0
MAPKAPK2	14	3	1	4	2	0
IL10	13	7	0	4	0	0
IL20	20	13	0	7	0	1
IL24	22	13	0	6	0	2
PIGR	21	18	1	6	0	3
C1orf116	16	10	1	7	0	4
YOD1	13	10	2	7	0	4
PFKFB2	13	10	2	7	0	4
C4BPB	8	11	2	7	0	3
C4BPA	8	11	2	7	0	3
CD55	5	14	2	7	3	1
CR2	3	1	0	1	0	0
CR1	4	1	0	0	0	0
CR1L	6	1	0	1	0	0
CD46	8	2	1	2	1	0
CD34	13	0	1	1	1	0
PLXNA2	5	3	2	5	2	0
LAMB3	14	7	1	1	1	1
G0S2	11	7	1	0	1	1
HSD11B1	10	7	2	1	1	1
TRAF3IP3	7	5	4	3	0	0
C1orf74	9	3	5	3	0	0
IRF6	10	3	5	3	0	0
DIEXF	10	3	5	3	0	0
SYT14	6	1	2	0	0	2
SERTAD4	2	1	0	0	0	1
HHAT	6	1	0	1	0	1
KCNH1	2	0	0	1	0	3
RCOR3	6	0	3	3	0	0
TRAF5	6	2	4	3	1	1
SLC30A1	12	13	1	2	3	2
NEK2	10	11	1	2	3	2
LPGAT1	6	4	2	2	1	5
DTL	6	1	1	2	1	0
INTS7	6	1	1	2	1	0
PPP2R5A	6	0	1	1	0	1
TMEM206	6	5	1	4	3	1
NENF	5	5	1	3	3	1
ATF3	5	10	1	12	4	0
BATF3	10	1	1	6	1	1
NSL1	7	0	1	4	0	1
TATDN3	7	0	1	4	0	1
FLVCR1	7	0	1	5	0	0
VASH2	6	0	1	2	0	1
ANGEL2	6	0	2	2	0	1
RPS6KC1	4	0	2	2	0	1
PROX1	1	0	0	3	0	0
SMYD2	8	0	0	1	0	0
CENPF	6	0	1	1	0	0
KCNK2	1	1	0	0	0	1
KCTD3	1	0	0	2	0	0
ESRRG	1	0	0	0	0	1
GPATCH2	2	0	1	1	0	0
SPATA17	2	0	1	1	0	0
RRP15	5	2	1	1	0	2
TGFB2	5	2	1	1	0	2
LYPLAL1	0	1	0	0	1	0
SLC30A10	2	0	0	1	0	1
EPRS	6	1	1	1	1	0
BPNT1	6	1	1	1	1	0
IARS2	6	1	1	1	1	0
RAB3GAP2	6	0	1	1	1	0
MARK1	2	0	0	1	0	0
C1orf115	7	1	1	1	0	0
MARC2	9	1	1	1	0	0
MARC1	8	1	1	1	0	0
HLX	4	1	0	0	0	0
DUSP10	2	2	0	0	0	3
HHIPL2	5	1	2	1	0	0
TAF1A	2	0	1	1	0	0
MIA3	2	0	2	1	0	0
AIDA	5	2	1	1	0	0
BROX	5	2	1	1	0	0
TLR5	9	1	0	0	0	1
SUSD4	0	0	0	0	1	0
CAPN8	10	4	1	0	1	0
CAPN2	10	6	1	0	1	1
TP53BP2	3	4	0	0	0	2
FBXO28	4	1	1	1	0	0
DEGS1	3	4	1	2	0	0
NVL	1	5	1	5	0	0
CNIH4	1	5	2	4	0	0
WDR26	4	0	1	2	0	0
CNIH3	4	0	1	2	0	0
DNAH14	5	0	1	2	0	0
LBR	6	3	1	2	3	0
ENAH	4	4	0	7	0	0
SRP9	5	5	0	7	1	0
EPHX1	5	4	0	5	1	0
TMEM63A	5	1	1	2	2	0
PYCR2	5	0	1	1	1	0
LEFTY2	5	0	1	1	1	0
SDE2	5	0	2	1	1	0
H3F3A	6	0	2	0	0	0
ACBD3	7	0	2	0	0	0
MIXL1	6	0	2	0	0	0
LIN9	4	1	1	3	0	0
PARP1	6	1	1	3	0	0
ITPKB	5	1	0	1	2	2
PSEN2	1	1	1	1	2	3
ADCK3	0	0	1	1	1	2
CDC42BPA	4	4	1	3	1	2
ZNF678	1	0	1	2	0	0
SNAP47	3	1	1	1	2	1
JMJD4	3	1	1	1	2	1
WNT9A	5	1	0	1	0	0
WNT3A	6	1	0	1	0	0
ARF1	8	4	3	3	0	0
C1orf35	8	4	3	2	0	0
MRPL55	7	4	3	2	0	0
GUK1	9	4	3	2	1	0
IBA57-AS1	11	4	3	2	1	0
IBA57	11	4	3	2	1	0
OBSCN	9	4	3	2	1	0
TRIM11	8	1	1	2	0	0
TRIM17	8	1	1	2	0	0
HIST3H3	8	1	1	2	0	0
HIST3H2A	7	1	1	2	0	0
HIST3H2BB	7	1	1	2	0	0
RNF187	7	1	1	2	0	0
RHOU	6	0	0	1	0	0
RAB4A	7	4	0	4	3	0
CCSAP	5	0	0	0	0	1
ACTA1	6	0	0	1	1	1
NUP133	5	0	0	1	1	1
ABCB10	4	0	1	1	1	0
TAF5L	3	0	1	0	0	0
URB2	3	0	1	0	0	0
GALNT2	4	6	0	3	1	0
COG2	4	0	1	0	0	1
AGT	5	0	1	0	0	0
C1orf198	4	0	0	0	0	2
TTC13	5	2	1	0	0	1
ARV1	5	2	1	0	0	1
FAM89A	5	2	1	0	0	1
GNPAT	4	1	1	2	1	2
C1orf131	4	1	1	2	1	2
EXOC8	3	2	0	3	1	2
SPRTN	3	2	0	3	1	2
TSNAX	4	0	1	1	1	0
DISC1	6	0	1	0	1	0
NTPCR	3	1	1	1	1	1
KCNK1	3	4	1	2	0	1
SLC35F3	1	0	0	1	0	0
TOMM20	4	1	2	1	1	0
RBM34	5	1	2	1	1	0
ARID4B	4	0	2	1	0	0
GGPS1	4	0	2	1	0	0
TBCE	4	0	2	1	1	0
B3GALNT2	12	1	0	1	1	1
GNG4	8	0	0	0	0	0
LYST	4	2	0	1	0	0
NID1	6	4	0	1	0	0
GPR137B	5	0	0	0	0	0
EDARADD	3	0	0	0	0	0
LGALS8	7	3	2	0	0	1
HEATR1	5	3	1	0	0	1
ACTN2	5	2	1	0	0	0
MTR	5	0	2	1	1	0
CHRM3	0	0	0	0	0	0
FMN2	9	0	0	2	0	0
GREM2	2	3	0	2	0	1
RGS7	1	0	0	0	0	1
FH	5	2	0	3	0	0
KMO	6	2	0	3	0	0
OPN3	3	4	1	3	1	1
EXO1	3	1	2	6	2	0
MAP1LC3C	5	0	1	4	0	0
PLD5	4	0	1	0	0	1
CEP170	1	2	2	2	0	0
SDCCAG8	1	2	2	2	0	0
AKT3	1	0	0	0	0	1
ZBTB18	0	0	0	0	0	2
ADSS	4	1	0	1	0	0
C1orf101	4	2	0	1	0	0
COX20	4	2	2	2	2	4
HNRNPU	4	2	2	1	2	4
EFCAB2	1	2	0	1	0	0
KIF26B	4	0	1	0	0	0
SMYD3	4	0	2	3	0	0
TFB2M	4	1	2	1	0	0
CNST	4	1	2	1	0	0
SCCPDH	6	0	0	0	0	0
AHCTF1	2	0	2	0	1	1
ZNF695	2	0	6	0	1	1
ZNF670	3	0	5	0	0	0
ZNF669	3	0	5	0	0	0
ZNF496	2	0	2	0	0	0
NLRP3	3	0	2	1	0	0
GCSAML	2	0	0	1	0	0
TRIM58	1	0	0	2	0	0
OR2L13	1	0	0	2	0	0
ZNF672	8	5	6	0	1	0
ZNF692	8	5	6	0	1	0
PGBD2	8	5	6	0	1	0
ZMYND11	2	0	0	0	0	0
PRR26	0	0	0	0	0	0
DIP2C	0	0	0	0	0	0
LARP4B	1	0	2	0	0	0
GTPBP4	3	2	4	0	0	0
IDI1	5	3	3	0	0	0
WDR37	5	3	3	0	0	0
ADARB2	3	0	1	0	0	2
PFKP	8	2	0	0	1	0
PITRM1	6	1	0	1	1	0
KLF6	0	11	0	5	1	2
AKR1E2	3	1	0	1	1	0
AKR1C1	3	3	0	1	4	0
AKR1C2	5	3	0	2	6	0
TUBAL3	2	1	0	0	0	2
